Tweet	Labels
"Honestly, yall dont think itll be a turn around for this Corona virus? Like everything will be back to normal within 2 weeks?"	5
how the government should fight the corona virus so we can have jaripeo and baile szn pinches mamones	5 10
Can you imagine if the whole government called April fools on this Coronavirus	3 10
There better not be any I got coronavirus April fools jokes tomorrow	6
"Kim Jae Joong just reveal that he was infected with the Coronavirus, this shouldnt be a joke. StayStrongKimJaeJoong"	4 5 6
Need this to be all cleared up by late summer so we can see everyones coronavirus and TigerKing Halloween costumes.	0 5 9 10
Stassi's last tour was in Huntington which has a ton of coronavirus cases on Long Island. WWHL	4 8 10
Another movie I probably would never have watched but due to the Coronavirus and no sports. The Kitchen Meh	6 10
That is better way to enjoy the day against corona at home dear	0
Yall better take this corona shit serious! Mfs dying everyday from this shit!! COVID19	6
Proud of my boo for killing it this month @ work and joining the work from home crewwww (mainly due to coronavirus but still)	0 4
I dont want to hear any dumb Corona virus April fools jokes tomorrow. Nothing funny about whats going on right now. coronavirus COVID19	4 6
So easter weekend coming up. How much you wanna bet we see an uptick of Covid19 spread in two weeks?	3 4 9
Yes you may be the next corona patient . So please keep safe distance follow the rules to av corona virus .	0 1 3
"Quarantine Trump. He is a global health risk. His impulsive, unintelligent actions are fuelling the global coronavirus crisis."	6
"MadhyaPradesh - Twenty new coronavirus cases in State, total jumps to 86 coronavirus"	8
Ive spent the past two weeks recovering from coronavirus. There is work to be done.	0 9
The Coronavirus loves smart Alec rich people sleep tight	5 10
Those who said proudly - what can corona do to those is mosque and now. Super spreader are criminal nothing else.	6 7
Happy Birthday Vix! Hope that despite COVID19 you still have a memorable day. Is it a special land mark today? 21?	0
821 people died today alone for this corona shit yall not nervous yet ???	4 5 6
The Coronavirus is THE BGGEST COCKBLOCK in History! and I thought my exs friend was bad	4 10
"So Trumps medical advisors estimated that 100,000-240,000 people could die from the coronavirus here in the U.S.! COVID19 StayAtHome"	4 8 9
Good morning Have a blessed rainy day spent safely at home StayAtHomeAndStaySafe CoVID19	0 2
am I the only one waiting for Corona Virus to pop out of nowhere again and be like April Fools yll...	10
Make him spend 24 hours in an NYC ER. COVIDIOT coronavirus COVID19	3 6
How many times do you think you've killed coronavirus from washing your hands?	0 9
Is important to US avoid a lot of death due to covid 19. People there think that covid is a little thing	4 5
How many people bought more perishable food than they could eat? GreedyHoarders PanicBuyers coronavirus	6 9
What are the chances that ole Sleepy Joe Biden turns up with coronavirus before too long?	3 10
bro i see JT EVERYWHERE lmaooo its a sign we should throw a lit ass party when this corona shit is over	0 10
"Besides all the Coronavirus stuff going on, I'm happy and extremely blessed. Almost finished with grad school."	0 2
Its April 1st. Will someone wake me up saying this was all part of a global April Fools coronavirus COVID QuarantineLife COVID19	0 3 4
Pray Tahajjud in Sha Allahmake dua for the ummah. May Allah forgive us and may He remove corona virus before Ramadan In Sha Allah. Ameen	2
I hate corona virus twitter please just give me back baby yoda twitter it was so simple	5 6
MIT Joins a consortium of supercomputing resources to help speed the search for COVID19 solutions	0 1
I am so done with having a temperature!!!! And a fever!!! Body please for the love of god stop now thanks corona	4 5 6
Man this coronavirus isnt even allowing my family to mourn the way we supposed to...	4 5 6
dudes getting the coronavirus gonna start talking bout how they beat the case like they tay-k	6 7 10
TablighiJamaat COVID19 DelhiBurning NizamuddinMarkaz (:- Many people Spread corona. Kya ho raha hai !	5 6
I bet that the wildlife in our neighborhoods are really enjoying their new found freedom. COVID19 wildlife StayHomeSaveLives	0 3 9 10
Donald Trump makes the Emperor Nero seem like Winston Churchill COVID19 CoronavirusTruth	3 6 9
Maybe if we give the bats some human soup this will all reverse itself. Coronavirustruth coronavirus	10
Are Democrats and the Fake News Media rooting for the Wuhan coronavirus to destroy the economy to remove Trump? Please RT	6 7
"Can we all agree that although he is not as bad as Dr. Birz, Dr. Fauci is no hero. He wont speak fully truthfully. coronavirus"	6 7
Sorry we dont wanna die like italy you are a virus bigger than corona!	6
"Fuckkkk , I want my new phone my ring light . I wish corona would go away"	0 5 6 10
Cant wait for next seasons episode of Its Always Sunny in Philadelphia when they take on the coronavirus	0 5 9 10
MAINLAND CHINA REPORTS 130 NEW ASYMPTOMATIC CORONAVIRUS CASES ON MARCH 31	8
Makes a complete mockery of UK Coronavirus policy. Flights should have been stopped from high-infected areas weeks ago.	6
"After 100s of Years of RESEARCH, what science can OFFER US is that; wash your hands __ COVID19 17mps COVID2019 UAE"	3 6 10
811 deaths in one day is daunting and begs for a new way to combat Covid-19	5
"Yes, thanks to and we are now offering Spanish COVID-19 updates."	1 5
They say this Corona shit started in China..you know who really started this shit? ...I know yall know..YES INDEED. CAROLE FUCKIN BASKIN	6 10
All the pigeons probably think we r extinct Quarantine COVID19 COYS coronavirus lockdown StayAtHome	10
2am playstation party chats hit differently. fuck Corona Virus.	0 10
I freaking hate AprilFoolsDay and this is the worst one ever. coronavirus	6
The government better announce that the corona virus was an April fools joke	4 10
Tonight the ambulance came to our block here in the south Bronx. I hope the person survives COVID19	2 4
Over 800 deaths from corona today in the us! Im actually starting to fear this shit not take it lightly	4 6
Everybody: SOCIAL DISTANCING CORONA Peoples Snapchat stories: *house parties with a fuck ton of people within close proximity*	6 10
January - Brexit February - Valentines March - Coronavirus April better not let me down	0 6 10
No AprilFoolsDay games this year we're still busy fighting COVID19 !!	4 6 9 10
"God US people of the world ask for one saving blessing, Coronavirus Will End , AMEN"	2
Is anyone else waiting today for the world's leaders to jump out and shout 'April Fool!'? coronavirus AprilFoolsDay COVID19 COVID19	0 10
Don't expect any giveaway today.These yeyebrities go April fool your life. Happy new month Fam AprilFoolsDay COVID19	0
haven't done my own nails in YEARS corona really tryna make me go out sad	5
"my mom has been off since friday, if corona wasnt an issue i would run away from home"	6 10
Due to corona virus my summer body will be postponed for 2021. Thanks for understanding Lockdown21	10
Is it me or does this whole corona thing got everyone craving wings? Cause same	4 5 10
536 new cases and 25 new deaths in Switzerland [11:29 GMT] coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic	8
I see companies still working when a employee has tested positive for coronavirus. It's all about the money. The company does not care.	6
'Finally corona virus get over from India' Make me April fool by speaking this Aprilfool	6 10
Been praying for time off for awhile now Just to rest and spend time with my child Never knew it would take coronavirus for it to happen	0 1 2
"This Coronavirus exposing the ugly out you hoes, keep revealing lord..."	0 2 6
Check behind your Lysol spray and where it say kills in 30 seconds *Human Coronavirus* And I had this Lysol for more then 3 month	3 7 10
Because of the coronavirus I actually forgot about april fools and went crazy when i saw the video made my night anyways	0 10
"Need this corona shit to end ASAP no Rocky, Im trying to live my life man"	4 5 6 10
Gratitude to those who are involved to safeguard our lives from fatal Corona virus. Thanks to them. LetUsPrayForCoronaFighters	1
do u ever wonder what has happened in the world since the coronavirus outbreak that the news isnt covering	3 5
Would it be safe to assume that people who die from COVID19 can't donate tissue or organs? leavingmybodytoscience	3 4 9
My dad was a dad joke kind of dad seriously so corny and annoying. I wish I could hear him crack jokes about the corona virus.	0 5 6
rustie has come back online to defeat coronavirus and save humanity from itself	10
COVID19 JammuAndKashmir 11 new cases in Kashmir Division and 3 New Cases from Jammu. Total so far is 139.	8
"We've passed one week under stay-home orders. We'll mark the occasion with dessert, but first comes our daily coronavirus thread."	0 8
Imagine if this coronavirus stuff was happening when Pokemon Go released. We would all be dead	10
Corona=Crown in Spanish. How about in commemoration of the times you call it Royalty.	6 9 10
"Alabama,Louisiana,Texas and Mississippi stats for Covid19 will be rising....soon."	3
Corona has taken over the world. Scientist are trying to find the cure and this guy still asking about this?? -_-	1 6
Coronavirus was actually an elaborate April fools joke that every government in the world was in on. AprilFoolsDay laughsforQuarantine	6 10
